Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/05/05 5:43:19 PM EST,International,"Music, arts, and culture;Education;Local events;Travel and hospitality",Topics related to families with children;Topics related to teens,NA,English,English,English,TV,Facebook,Text message,Some,Some,Some,Some,Agree,Disagree,Agree,Meriden,No,Poland,30-39,Woman,Polish,I am a parent of a child under 18 years old,Yes,Yes,No,REMOVED,Yes,NA,NA
2022/05/05 6:19:56 PM EST,Local,"Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Technology;Travel and hospitality",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,Local business profiles. Local investment opportunities,English,English,English,News apps,"Fox News , Record-Journal",News apps,Some,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,No,India,30-39,Man,Marathi,I am a parent of a child under 18 years old,Yes,Yes,No,REMOVED,No,NA,I will like to read about local investment opportunities other than real estate.
2022/05/05 7:59:21 PM EST,Local;State,"Sports;Local businesses;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Opportunities for community engagement;Technology",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults,Business opportunities & events for kids to do,English,English,English,News apps,NBC CT news app,Email/newsletter,NA,A lot,Some,A lot,Neutral,Neutral,Neutral,Meriden,Yes,United States,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Prefer not to say,REMOVED,Yes,NA,NA
2022/05/09 10:45:17 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Local events;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,MORE HAPPENING WITH LOCAL YOUTH GROUPS,English,English,English,Newspapers,RECORD JOURNAL,Newspapers,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,No,UNITED STATES,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/05/09 10:46:27 AM EST,Local;State,"Politics;Music, arts, and culture;Local businesses;Local events;Diversity and social justice;Environmental issues & climate change;Technology",Topics related to young adults,Not really,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"Record Journal, Cnn",TV,A lot,A lot,Not at all,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,English,None of these,Yes,Yes,Yes,REMOVED,No,NA,No
2022/05/09 1:19:50 PM EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT PROVIDED,NA,NA,NA
2022/05/11 3:38:43 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Local businesses;Education;Local events;Opportunities for community engagement;Diversity and social justice,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Newspapers,Record-Journal,Newspapers,Some,A lot,Some,Some,Agree,Agree,Agree,Cheshire,No,United States,30-39,Woman,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/05/14 4:06:48 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Diversity and social justice;Environmental issues & climate change",Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"Facebook, instagram",Social media,Some,Some,A lot,Some,Agree,Neutral,Neutral,New Haven,Yes,USA,18-29,Man,Spanish,I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/05/16 2:43:04 PM EST,Local,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Hispanic events & outreach,English,English,English,Text message,Record journal,Text message,A lot,A lot,Not at all,Not at all,Agree,Agree,Neutral,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/05/16 3:05:04 PM EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT PROVIDED,NA,NA,NA
2022/05/19 7:30:25 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Education;Local events;Diversity and social justice;Environmental issues & climate change;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Text message,NA,Text message,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Southington,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/05/19 2:33:48 PM EST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Local businesses;Education;Opportunities for community engagement;Diversity and social justice",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"Telemundo, Channel 8 news, ABC news, Record Journal",Newspapers,Some,A lot,Some,Some,Agree,Neutral,Agree,Meriden,Yes,Puerto Rico,50-59,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/05/19 8:47:41 PM EST,Local;State;National,"Sports;Music, arts, and culture;Local businesses;Local events;Real estate and homeownership",Topics related to families with children,NA,Both English and Spanish,English,Both English and Spanish,Radio,NPR,Radio,Some,A lot,Not at all,Some,Neutral,Disagree,Neutral,Meriden,No,NA,30-39,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/05/24 5:14:19 AM EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT PROVIDED,NA,NA,NA
2022/05/24 5:14:36 AM EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REMOVED,NA,NA,NA
2022/05/24 8:18:53 PM EST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Local events;Finance, wealth, and financial literacy;Environmental issues & climate change;Food",Topics related to teens;Topics related to seniors,Opinions,English,English,English,TV,Nightly news on 24,TV,Some,Some,Not at all,Not at all,Neutral,Disagree,Disagree,Meriden,Prefer not to say,United states,Prefer not to say,Prefer not to say,English,None of these,Prefer not to say,Yes,Prefer not to say,NOT PROVIDED,No,NA,"There are many people beside Latino,I would like to see stories about them all"
2022/05/24 8:22:19 PM EST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Health;Finance, wealth, and financial literacy;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors,NA,English,NA,English,TV,Channel 24,TV,Not at all,Some,Not at all,Not at all,Disagree,Neutral,Disagree,Meriden,Prefer not to say,Us,Prefer not to say,Prefer not to say,English,None of these,Prefer not to say,Yes,Prefer not to say,NOT PROVIDED,NA,NA,NA
2022/06/03 10:13:54 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"CNN, Facebook, Instagram, Telemundo",Social media,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,Ecuador,18-29,Woman,Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,NA,NA
2022/06/04 9:26:11 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners,Anything in general,English,English,English,Email/newsletters,"Facebook, Fox News",Social media,A lot,A lot,Some,Not at all,Agree,Neutral,Agree,Cheshire,Yes,USA,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,I like you news
2022/06/04 10:05:45 AM EST,International,"Sports;Music, arts, and culture;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Food",Topics related to families with children;Topics related to teens;Topics related to young adults,Investigative articles,Both English and Spanish,English,English,TV,Fox,TV,Some,Some,A lot,Some,Agree,Neutral,Agree,Meriden,No,USA,18-29,Woman,English,I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/06/04 10:10:24 AM EST,Local;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,"Investigative articles, different content",English,English,English,TV,Eye witness news,Text message,Some,Some,Some,Some,Neutral,Neutral,Agree,Meriden,No,USA,18-29,Non-binary/Gender non-conforming,English,I am a student,Yes,Yes,Not sure,REMOVED,Yes,NA,No
2022/06/04 10:35:55 AM EST,Local,Sports;Local businesses;Environmental issues & climate change,Topics related to families with children,Cartoons,English,English,English,TV,Fox News,Text message,Some,Not at all,Not at all,A lot,Neutral,Agree,Agree,Meriden,Yes,USA,50-59,Man,English,None of these,No,No,No,REMOVED,No,NA,No
2022/06/04 11:11:39 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Health;Local events",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Everything,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,newspaper,TV,A lot,Not at all,Not at all,Not at all,Agree,Agree,Neutral,Meriden,Yes,USA,50-59,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/06/05 2:51:21 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Opinion columns, cartoons",English,English,English,Social media,Record Journal,Social media,A lot,A lot,Some,Some,Agree,Disagree,Neutral,Meriden,Yes,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,No,NA,No
2022/06/05 3:22:03 PM EST,Local;International,Education;Health;Local events;Opportunities for community engagement;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors,Educational cartoons and news,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,Record Journal,Newspapers,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,Keep going
2022/06/05 4:04:57 PM EST,Local,"Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to teens;Topics related to seniors,Local news,English,English,NA,TV,Record Journal,Text message,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,60-69,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/06/08 4:20:03 PM EST,None,"Sports;Music, arts, and culture;Opportunities for community engagement",Topics related to small business owners,Nothing,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,FOX news and CNN,TV,Some,A lot,Not at all,Not at all,Neutral,Neutral,Disagree,Meriden,Yes,USA,Under 18,Prefer not to say,English,I am a student,Yes,Yes,No,REMOVED,No,NA,No
2022/06/08 4:43:46 PM EST,Local;State,Politics;Local businesses;Local events,None of these,Coverage of local government and politics,English,English,English,News apps,Hartford Courant Ct Post WTNH,News apps,Some,Some,Some,Not at all,Disagree,Disagree,Disagree,Meriden,No,US,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,A “lab” to cover any specific group is racist on its face. What are they? Rats?
2022/06/08 4:51:25 PM EST,International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events",Topics related to families with children;Topics related to teens;Topics related to small business owners,All of them,English,English,English,TV,Record Journal and Fox News and Chanel 3,TV,Some,Some,Some,A lot,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,Great job today
2022/06/09 6:52:23 AM EST,Local;State;Yo'u're too biased.  way too liberal.,"Sports;Local businesses;Education;Local events;Finance, wealth, and financial literacy;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners;Topics related to community engagement,NA,English,NA,NA,TV,NA,TV,Not at all,Not at all,Not at all,Some,Disagree,Disagree,Disagree,Meriden,Prefer not to say,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/06/09 11:08:04 AM EST,Local;State;National;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Stories of personal and professional success of members in our community.,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"Record-Journal, CNN, WTNH, WFSB, El Nuevo Día.",Social media,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,Puerto Rico,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,I'm loving the focus and direction the Latino Communities Reporting Lab is taking. Keep up the amazing work you are doing!
2022/06/09 12:59:55 PM EST,Local,Politics;Education;Local events;Diversity and social justice;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to community engagement,"columbus statue on city hall property, renaming columbus park",English,English,English,Newspapers,"R-J, ct mirror, fox 61 news",Newspapers,Some,A lot,Some,A lot,Agree,Agree,Agree,Meriden,No,United States,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,"I have a grandson who is half puerto rican, not that I was a bigot prior to that, so I would like to say I support the paper's recent efforts to reach all of our community inclusively. We have a large hispanic population and imo this effort is somewhat overdue so I hope it continues as well as the paper hiring so-called ""minorities."" I remember not all that long ago all the reporters and editors being white and non-hispanic. Nice to see talented young people of all races and ethnicities being hired by the paper and I hope it continues."
2022/06/09 3:59:57 PM EST,Local,"Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,NA,Both English and Spanish,NA,NA,Email/newsletters,facebook,Email/newsletter,Some,Some,Some,Some,Neutral,Neutral,Neutral,Wallingford,Yes,US,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
